Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
100,90.864,99.742,80.8,99.02
101,90.676,99.792,87.46,99.5
102,90.678,99.758,85.61,99.27
103,90.662,99.75,84.98,99.33
104,90.748,99.736,86.64,99.34
105,90.458,99.748,85.65,99.39
106,90.86,99.762,85.43,99.24
107,90.632,99.746,87.85,99.51
108,90.698,99.784,86.85,99.51
109,90.782,99.778,81.97,99.07
110,90.76,99.734,84.35,99.4
111,90.78,99.744,86.86,99.51
112,90.79,99.764,87.32,99.58
113,90.908,99.758,83.77,99.31
114,90.848,99.738,86.36,99.35
115,90.878,99.758,86.05,99.53
116,90.91,99.748,88.01,99.47
117,91.046,99.774,84.58,99.02
118,90.798,99.744,85.73,99.36
119,90.848,99.766,84.46,99.08
120,90.79,99.762,85.46,99.4
121,90.848,99.776,85.72,99.29
122,90.952,99.792,83.96,99.45
123,90.786,99.732,84.03,99.21
124,90.9,99.758,87.18,99.26
125,90.85,99.776,81.39,99.34
126,90.736,99.8,84.52,99.32
127,90.752,99.796,85.32,99.41
128,90.988,99.77,86.86,99.33
129,90.618,99.77,83.64,99.38
130,90.82,99.774,85.98,99.12
131,90.726,99.734,84.81,99.49
132,90.884,99.76,83.98,99.56
133,90.716,99.798,84.82,99.33
134,90.62,99.786,86.16,99.58
135,90.908,99.752,88.42,99.51
136,91.1,99.784,83.27,99.37
137,91.12,99.764,86.67,99.42
138,90.82,99.752,85.4,99.25
139,90.9,99.766,86.49,99.6
140,91.014,99.768,86.19,99.38
141,90.778,99.764,85.42,99.41
142,91.028,99.726,86.36,99.43
143,90.756,99.764,83.92,99.33
144,91.008,99.78,86.6,99.44
145,90.956,99.788,86.08,99.45
146,90.962,99.786,85.74,99.4
147,90.92,99.772,86.24,99.52
148,90.986,99.772,86.6,99.49
149,91.052,99.748,84.43,99.07
150,94.622,99.924,91.51,99.76
151,95.892,99.932,91.9,99.82
152,96.154,99.946,92.0,99.8
153,96.718,99.966,92.19,99.86
154,96.812,99.96,91.93,99.82
155,97.026,99.968,92.22,99.8
156,97.07,99.972,92.32,99.8
157,97.222,99.964,92.15,99.83
158,97.436,99.976,92.42,99.83
159,97.598,99.982,92.4,99.83
160,97.546,99.966,92.28,99.81
161,97.666,99.984,92.58,99.78
162,97.74,99.982,92.47,99.79
163,97.944,99.978,92.5,99.83
164,97.814,99.984,91.96,99.8
165,97.91,99.986,92.46,99.77
166,98.03,99.982,92.22,99.77
167,98.024,99.988,92.38,99.8
168,98.054,99.994,92.3,99.83
169,98.226,99.992,92.0,99.77
170,98.284,99.988,92.3,99.81
171,98.302,99.994,92.44,99.78
172,98.278,99.992,92.4,99.74
173,98.26,99.994,92.41,99.74
174,98.342,99.99,92.33,99.79
175,98.432,99.996,92.29,99.75
176,98.468,99.998,92.06,99.79
177,98.354,99.994,92.28,99.73
178,98.364,99.998,92.33,99.74
179,98.38,99.998,92.08,99.81
180,98.576,99.99,92.26,99.75
181,98.44,99.994,92.08,99.81
182,98.622,99.988,92.42,99.8
183,98.556,99.996,92.52,99.77
184,98.444,99.998,92.19,99.75
185,98.546,99.996,91.93,99.78
186,98.572,100.0,91.86,99.77
187,98.514,99.99,92.47,99.78
188,98.606,99.996,92.17,99.79
189,98.592,99.998,92.14,99.81
190,98.512,99.994,91.83,99.75
191,98.594,99.998,92.15,99.78
192,98.512,99.996,92.27,99.82
193,98.606,99.996,92.0,99.78
194,98.588,100.0,91.84,99.73
195,98.544,99.996,92.13,99.76
196,98.504,99.996,92.21,99.74
197,98.524,99.996,91.97,99.81
198,98.592,99.996,91.57,99.74
199,98.444,99.998,92.13,99.68
200,98.5,99.998,91.69,99.69
201,98.556,99.998,91.36,99.82
202,98.602,99.996,91.78,99.68
203,98.464,99.998,91.98,99.7
204,98.496,99.998,91.85,99.72
205,98.574,99.988,92.35,99.69
206,98.536,99.996,91.6,99.67
207,98.48,99.994,92.0,99.76
208,98.422,100.0,91.75,99.7
209,98.412,99.994,91.94,99.75
210,98.608,100.0,91.86,99.69
211,98.53,99.994,91.94,99.74
212,98.426,100.0,91.85,99.72
213,98.38,100.0,91.33,99.67
214,98.44,99.998,91.87,99.71
215,98.468,99.998,91.99,99.67
216,98.326,99.996,92.0,99.72
217,98.416,99.998,91.67,99.61
218,98.34,100.0,91.08,99.71
219,98.454,99.998,92.25,99.7
220,98.278,99.99,90.69,99.73
221,98.322,99.99,91.66,99.76
222,98.368,99.99,91.78,99.72
223,98.426,99.994,92.0,99.8
224,98.302,99.994,90.63,99.65
225,99.014,100.0,92.53,99.77
226,99.362,100.0,92.61,99.78
227,99.414,100.0,92.77,99.79
228,99.488,100.0,92.9,99.78
229,99.518,100.0,92.76,99.78
230,99.604,100.0,92.76,99.77
231,99.638,100.0,92.85,99.79
232,99.638,100.0,92.69,99.76
233,99.642,100.0,92.89,99.77
234,99.706,100.0,92.97,99.76
235,99.652,100.0,92.93,99.79
236,99.686,100.0,92.92,99.8
237,99.7,100.0,92.8,99.76
238,99.752,100.0,92.86,99.78
239,99.754,100.0,92.81,99.76
240,99.706,100.0,93.11,99.77
241,99.766,100.0,92.99,99.75
242,99.752,100.0,92.96,99.77
243,99.79,100.0,93.0,99.77
244,99.744,100.0,92.98,99.78
245,99.794,100.0,93.02,99.79
246,99.754,100.0,92.94,99.78
247,99.768,100.0,92.98,99.74
248,99.826,100.0,93.11,99.78
249,99.78,100.0,92.87,99.78
250,99.784,100.0,92.79,99.76
251,99.81,100.0,92.86,99.76
252,99.792,100.0,92.96,99.76
253,99.802,100.0,92.8,99.78
254,99.822,100.0,92.87,99.75
255,99.78,100.0,92.86,99.76
256,99.766,100.0,92.8,99.77
257,99.78,99.998,92.88,99.79
258,99.792,100.0,92.97,99.76
259,99.826,100.0,92.92,99.78
260,99.806,100.0,92.88,99.77
261,99.818,100.0,92.83,99.74
262,99.818,100.0,93.03,99.77
263,99.824,100.0,92.99,99.76
264,99.824,100.0,93.02,99.77
265,99.814,100.0,93.04,99.78
266,99.8,100.0,92.92,99.77
267,99.84,100.0,93.06,99.77
268,99.814,100.0,92.94,99.79
269,99.86,100.0,92.81,99.76
270,99.808,100.0,92.78,99.76
271,99.852,100.0,92.88,99.77
272,99.864,100.0,93.07,99.74
273,99.844,100.0,93.03,99.79
274,99.876,100.0,93.06,99.77
275,99.844,100.0,92.95,99.76
276,99.834,100.0,92.97,99.76
277,99.824,100.0,92.91,99.77
278,99.85,100.0,92.85,99.74
279,99.854,100.0,92.89,99.74
280,99.848,100.0,92.88,99.74
281,99.858,100.0,92.85,99.75
282,99.832,100.0,92.97,99.73
283,99.848,100.0,92.92,99.76
284,99.866,100.0,92.97,99.77
285,99.894,100.0,92.96,99.75
286,99.902,100.0,92.96,99.75
287,99.864,100.0,92.9,99.78
288,99.864,99.998,92.88,99.76
289,99.868,100.0,92.9,99.76
290,99.886,100.0,92.99,99.77
291,99.89,100.0,92.95,99.77
292,99.852,100.0,92.91,99.78
293,99.84,100.0,93.01,99.76
294,99.858,100.0,92.98,99.78
295,99.852,99.998,92.96,99.74
296,99.86,100.0,93.1,99.74
297,99.854,100.0,93.05,99.73
298,99.908,100.0,93.13,99.75
299,99.88,100.0,93.13,99.77
