Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
93,70.794,93.526,62.56,88.59
94,70.63,93.562,59.96,86.49
95,70.742,93.512,59.83,86.77
96,70.948,93.502,62.15,87.92
97,70.764,93.452,59.71,86.23
98,70.678,93.476,60.96,87.88
99,70.522,93.352,61.81,87.89
100,70.668,93.412,59.82,87.11
101,70.562,93.348,62.16,88.55
102,70.47,93.292,57.17,85.82
103,70.578,93.326,58.43,86.5
104,70.682,93.536,62.35,88.3
105,70.478,93.478,59.48,87.08
106,71.048,93.49,61.91,87.92
107,70.546,93.6,60.74,87.35
108,70.49,93.422,58.34,85.98
109,70.708,93.424,57.84,85.33
110,70.872,93.57,62.16,88.38
111,70.406,93.442,60.15,87.14
112,70.594,93.522,61.14,87.52
113,70.566,93.48,62.05,88.35
114,70.386,93.312,58.02,86.73
115,70.19,93.334,62.45,88.41
116,70.442,93.432,57.3,85.73
117,70.604,93.516,61.29,86.93
118,70.694,93.426,53.45,82.15
119,70.766,93.608,60.51,87.73
120,70.42,93.344,60.9,87.3
121,70.336,93.362,60.53,86.71
122,70.592,93.52,58.78,86.21
123,70.25,93.46,59.92,87.05
124,70.442,93.498,61.52,88.22
125,70.568,93.276,61.27,87.87
126,70.744,93.514,61.33,88.16
127,70.402,93.356,62.79,88.33
128,70.446,93.34,60.89,86.99
129,70.896,93.526,63.51,88.89
130,70.3,93.178,61.11,87.33
131,70.162,93.328,61.76,88.63
132,70.138,93.294,61.41,87.7
133,70.266,93.356,60.2,87.27
134,70.064,93.246,57.71,86.17
135,70.246,93.314,61.82,88.72
136,70.202,93.182,63.14,89.1
137,70.31,93.252,61.56,88.13
138,70.128,93.252,60.51,87.26
139,70.1,93.386,60.81,87.58
140,70.042,93.284,59.91,87.64
141,70.108,93.206,60.9,87.75
142,70.174,93.222,61.22,87.51
143,69.986,93.322,62.48,88.09
144,69.958,93.198,59.81,86.67
145,70.044,93.234,61.67,88.19
146,70.094,93.286,59.56,86.87
147,69.814,93.198,59.24,86.76
148,70.024,93.022,59.24,86.99
149,69.708,93.044,61.15,87.47
150,76.46,95.494,69.3,91.68
151,78.708,96.092,69.51,91.96
152,79.226,96.41,70.11,92.04
153,79.686,96.512,69.82,91.83
154,80.104,96.61,70.45,92.16
155,80.296,96.752,69.88,92.25
156,80.432,96.73,70.07,92.28
157,80.722,96.842,70.31,92.35
158,80.88,96.808,70.59,92.36
159,81.006,96.968,70.47,92.42
160,81.06,97.044,70.54,92.29
161,81.212,97.11,70.21,92.21
162,81.516,97.158,70.24,92.36
163,81.442,97.108,70.38,92.1
164,81.714,97.198,69.95,92.33
165,81.694,97.266,69.85,92.27
166,81.596,97.318,70.1,92.33
167,81.796,97.18,70.56,92.51
168,81.866,97.242,70.33,92.35
169,81.782,97.262,69.85,92.0
170,81.714,97.254,69.92,92.06
171,81.85,97.28,69.96,92.1
172,81.882,97.276,70.04,92.08
173,81.942,97.288,69.88,92.14
174,81.866,97.252,69.78,92.07
175,81.816,97.416,69.77,92.17
176,81.88,97.35,70.03,91.89
177,81.928,97.308,69.86,91.98
178,82.044,97.358,69.91,91.98
179,82.104,97.404,70.09,92.06
180,82.032,97.37,69.94,92.01
181,81.968,97.38,69.85,91.88
182,81.878,97.358,69.98,91.86
183,82.022,97.36,69.79,92.01
184,81.944,97.42,69.94,91.84
185,81.91,97.394,69.94,92.26
186,81.874,97.292,70.22,91.93
187,82.056,97.344,69.86,92.01
188,81.806,97.32,69.9,91.91
189,82.13,97.396,69.92,92.01
190,81.88,97.346,69.52,92.05
191,81.9,97.436,69.67,91.79
192,82.014,97.45,69.59,91.74
193,81.788,97.414,69.89,91.61
194,81.916,97.454,69.39,91.77
195,82.016,97.398,69.75,91.91
196,81.854,97.376,68.86,91.59
197,81.818,97.296,69.57,91.79
198,81.76,97.438,69.13,91.49
199,81.596,97.338,69.37,91.57
200,81.87,97.39,69.18,91.68
201,81.748,97.336,68.79,91.52
202,81.636,97.332,68.79,91.44
203,81.696,97.38,69.14,91.46
204,81.712,97.37,69.28,91.7
205,81.554,97.49,69.51,91.56
206,81.682,97.298,69.53,92.09
207,81.768,97.346,69.43,91.57
208,81.668,97.406,68.9,91.42
209,81.812,97.368,68.86,91.8
210,81.544,97.374,69.08,91.55
211,81.584,97.364,68.88,91.55
212,81.404,97.358,67.76,91.43
213,81.342,97.284,69.05,91.52
214,81.588,97.26,68.86,91.43
215,81.414,97.378,69.39,91.71
216,81.478,97.354,68.92,91.41
217,81.506,97.396,68.34,91.4
218,81.486,97.27,69.27,91.6
219,81.55,97.304,68.95,91.34
220,81.178,97.304,69.22,91.78
221,81.392,97.352,68.57,91.23
222,81.47,97.326,69.09,91.52
223,81.278,97.352,69.16,91.46
224,81.376,97.302,68.97,91.58
225,83.596,97.766,70.7,92.15
226,83.94,97.822,70.56,92.36
227,84.122,97.906,70.66,92.26
228,84.266,97.986,70.55,92.37
229,84.364,97.91,70.69,92.3
230,84.326,97.97,70.5,92.3
231,84.538,97.95,70.58,92.36
232,84.476,97.948,70.5,92.35
233,84.256,97.902,70.42,92.36
234,84.516,97.976,70.76,92.38
235,84.54,97.96,70.55,92.3
236,84.572,97.996,70.2,92.28
237,84.386,98.024,70.57,92.35
238,84.602,97.942,70.39,92.19
239,84.57,98.072,70.55,92.24
240,84.512,97.992,70.68,92.29
241,84.772,98.074,70.57,92.5
242,84.708,97.978,70.6,92.33
243,84.648,98.034,70.55,92.32
244,84.516,98.046,70.47,92.27
245,84.62,97.992,70.53,92.3
246,84.488,97.994,70.36,92.16
247,84.69,98.024,70.52,92.22
248,84.784,98.022,70.46,92.15
249,84.646,98.048,70.19,92.26
250,84.814,98.112,70.53,92.31
251,84.724,98.036,70.42,92.1
252,84.718,98.018,70.4,92.13
253,84.95,98.012,70.68,92.05
254,84.77,98.12,70.68,92.15
255,84.57,98.114,70.7,92.39
256,84.922,98.148,70.52,92.32
257,84.888,98.126,70.58,92.24
258,84.982,98.112,70.73,92.15
259,84.748,98.078,70.7,92.24
260,84.848,98.162,70.43,92.04
261,84.952,98.098,70.13,92.16
262,84.834,98.182,70.11,92.24
263,84.896,98.176,70.49,92.11
264,85.052,98.096,70.33,92.12
265,84.978,98.1,70.4,92.24
266,84.998,98.13,70.79,92.36
267,84.838,98.16,70.1,91.96
268,84.912,98.212,70.47,92.12
269,84.896,98.152,70.24,92.36
270,84.818,98.144,70.51,92.26
271,84.888,98.088,70.62,92.19
272,85.138,98.092,70.25,92.12
273,85.182,98.178,70.49,92.06
274,84.934,98.1,70.55,92.15
275,85.01,98.162,70.5,92.15
276,85.026,98.098,70.06,92.13
277,85.07,98.16,70.41,92.15
278,85.052,98.236,70.42,92.06
279,85.124,98.132,70.4,92.25
280,84.932,98.178,70.54,92.2
281,85.324,98.222,70.24,92.09
282,84.876,98.092,70.61,91.98
283,85.184,98.108,70.14,92.01
284,85.118,98.232,70.31,92.07
285,84.942,98.126,70.32,92.06
286,85.012,98.202,70.27,92.18
287,85.286,98.166,70.75,92.03
288,85.106,98.128,70.33,92.0
289,85.032,98.116,70.69,92.12
290,85.206,98.118,70.33,91.98
291,85.112,98.184,70.57,92.03
292,85.126,98.092,70.48,92.15
293,85.422,98.186,70.44,91.97
294,84.834,98.194,70.54,91.86
295,85.028,98.154,70.44,92.07
296,85.118,98.17,70.53,92.01
297,85.128,98.186,70.47,92.15
298,85.204,98.166,70.24,92.27
299,85.282,98.13,70.3,92.22
