Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
228,77.758,95.95,67.77,91.4
229,77.69,96.06,68.11,91.73
230,77.724,96.014,67.99,91.37
231,77.576,95.99,68.12,91.32
232,77.75,95.93,68.19,91.53
233,77.564,96.03,68.1,91.34
234,77.904,96.114,68.28,91.51
235,77.682,96.072,68.13,91.31
236,77.776,96.046,68.08,91.55
237,77.864,96.074,67.95,91.47
238,77.936,95.992,68.15,91.41
239,77.628,95.95,67.98,91.63
240,77.708,96.102,68.12,91.55
241,77.902,96.14,68.3,91.56
242,77.878,96.092,68.22,91.49
243,77.864,96.14,68.0,91.41
244,77.908,96.072,68.14,91.48
245,77.992,96.078,67.84,91.19
246,77.86,96.082,67.92,91.32
247,77.826,96.076,68.3,91.24
248,78.07,96.044,68.47,91.53
249,77.836,96.092,67.96,91.48
250,78.11,96.002,68.12,91.3
251,77.636,96.066,67.9,91.45
252,78.088,96.222,67.92,91.48
253,77.81,96.06,67.62,91.27
254,77.976,96.04,67.87,91.55
255,77.794,96.198,67.91,91.47
256,77.904,96.164,68.0,91.43
257,77.944,96.198,68.33,91.62
258,77.63,96.15,68.17,91.51
259,77.9,96.142,68.17,91.57
260,78.018,96.158,67.98,91.34
261,77.876,96.094,67.98,91.53
262,77.774,96.18,67.82,91.42
263,78.096,96.014,67.99,91.59
264,77.92,96.11,68.19,91.57
265,77.88,96.108,67.89,91.54
266,78.06,96.122,67.89,91.28
267,77.8,96.0,67.8,91.52
268,77.968,96.22,68.02,91.43
269,77.916,96.11,67.8,91.23
270,77.958,96.102,68.05,91.5
271,78.106,96.184,68.34,91.51
272,77.984,96.116,68.19,91.35
273,78.214,96.066,67.91,91.38
274,77.942,96.172,67.74,91.39
275,77.918,96.192,68.05,91.56
276,77.99,96.164,67.68,91.67
277,78.064,96.194,68.23,91.57
278,78.01,96.168,67.81,91.29
279,78.128,96.232,68.13,91.33
280,77.914,96.094,68.07,91.45
281,77.864,96.192,68.44,91.42
282,77.934,96.276,68.2,91.61
283,78.16,96.16,67.87,91.37
284,77.932,96.146,67.98,91.54
285,77.868,96.078,68.06,91.22
286,78.156,96.224,68.16,91.42
287,78.014,96.026,68.19,91.49
288,77.948,96.172,68.47,91.5
289,77.91,96.09,68.06,91.53
290,77.984,96.166,68.06,91.41
291,78.226,96.212,68.01,91.37
292,78.056,96.114,67.85,91.5
293,78.212,96.216,67.95,91.37
294,78.092,96.172,68.05,91.29
295,77.908,96.212,68.07,91.42
296,77.898,96.162,68.02,91.4
297,77.9,96.198,67.66,91.42
298,78.204,96.274,68.18,91.47
299,78.072,96.14,68.19,91.32
