Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
201,97.948,99.994,92.12,99.78
202,98.046,99.99,91.53,99.74
203,97.862,99.99,91.66,99.7
204,97.988,99.988,91.58,99.79
205,97.988,99.99,91.97,99.68
206,97.912,99.99,91.84,99.75
207,97.936,99.99,91.77,99.66
208,97.99,99.992,91.22,99.61
209,97.95,99.996,91.43,99.7
210,97.97,99.99,91.82,99.79
211,97.9,99.984,91.73,99.78
212,97.944,99.99,91.47,99.68
213,97.954,99.998,91.68,99.7
214,97.908,99.996,91.45,99.77
215,98.07,99.994,91.79,99.74
216,97.86,99.984,90.72,99.63
217,97.748,99.992,91.31,99.75
218,97.946,99.996,91.86,99.72
219,97.802,99.992,91.58,99.68
220,98.008,99.992,91.72,99.75
221,97.856,99.996,91.64,99.62
222,97.858,99.994,91.67,99.7
223,97.87,99.992,91.58,99.7
224,97.776,99.994,91.85,99.68
225,98.71,100.0,92.84,99.77
226,99.07,100.0,92.87,99.78
227,99.158,99.998,92.89,99.79
228,99.208,100.0,92.98,99.77
229,99.33,99.998,92.92,99.77
230,99.292,100.0,92.98,99.8
231,99.334,99.998,92.96,99.78
232,99.394,100.0,93.06,99.8
233,99.364,100.0,92.96,99.78
234,99.432,99.996,92.97,99.77
235,99.444,100.0,92.88,99.79
236,99.432,100.0,93.04,99.79
237,99.5,100.0,92.93,99.82
238,99.494,99.998,92.91,99.79
239,99.502,100.0,92.93,99.81
240,99.528,100.0,92.94,99.82
241,99.532,100.0,92.87,99.81
242,99.556,99.998,93.01,99.83
243,99.516,100.0,92.95,99.83
244,99.566,100.0,93.01,99.83
245,99.534,100.0,92.78,99.83
246,99.576,100.0,92.93,99.82
247,99.546,100.0,92.76,99.81
248,99.584,100.0,92.81,99.8
249,99.646,100.0,92.91,99.8
250,99.548,100.0,92.96,99.82
251,99.638,100.0,92.87,99.79
252,99.606,100.0,92.82,99.8
253,99.646,100.0,92.84,99.81
254,99.634,100.0,92.9,99.81
255,99.694,100.0,92.89,99.78
256,99.67,100.0,92.76,99.79
257,99.692,100.0,92.8,99.81
258,99.672,100.0,92.8,99.81
259,99.6,100.0,92.9,99.78
260,99.674,100.0,92.9,99.78
261,99.608,100.0,92.96,99.78
262,99.642,100.0,92.8,99.76
263,99.7,100.0,92.93,99.77
264,99.684,100.0,92.9,99.74
265,99.68,100.0,92.86,99.78
266,99.71,100.0,92.91,99.77
267,99.71,100.0,92.95,99.76
268,99.672,100.0,92.95,99.77
269,99.676,100.0,92.96,99.76
270,99.696,100.0,92.89,99.78
271,99.698,100.0,92.88,99.75
272,99.726,100.0,92.94,99.75
273,99.696,100.0,92.88,99.79
274,99.69,100.0,92.84,99.78
275,99.704,100.0,92.85,99.75
276,99.694,100.0,92.99,99.77
277,99.712,100.0,92.82,99.77
278,99.65,100.0,92.74,99.79
279,99.69,100.0,92.89,99.75
280,99.702,100.0,93.0,99.77
281,99.728,100.0,92.86,99.78
282,99.724,100.0,92.83,99.78
283,99.748,100.0,92.88,99.76
284,99.718,100.0,92.7,99.76
285,99.752,100.0,92.91,99.75
286,99.736,99.998,92.81,99.77
287,99.742,100.0,92.81,99.79
288,99.726,100.0,92.82,99.78
289,99.782,100.0,92.82,99.75
290,99.734,100.0,92.78,99.76
291,99.742,100.0,92.86,99.75
292,99.74,100.0,92.83,99.76
293,99.688,100.0,93.04,99.78
294,99.722,100.0,92.86,99.79
295,99.742,100.0,92.8,99.79
296,99.758,100.0,92.88,99.8
297,99.738,100.0,92.87,99.78
298,99.742,100.0,93.02,99.76
299,99.738,100.0,92.86,99.76
