Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
220,81.65,97.342,68.15,91.22
221,81.512,97.354,68.63,91.35
222,81.52,97.274,68.28,91.47
223,81.376,97.366,68.2,91.32
224,81.574,97.4,68.53,91.82
225,83.63,97.792,70.18,92.12
226,84.198,97.878,70.37,91.96
227,84.214,97.9,70.27,92.11
228,84.268,97.866,70.3,91.96
229,84.298,97.948,70.02,92.16
230,84.422,97.962,70.01,91.98
231,84.362,97.906,69.94,92.0
232,84.438,97.912,70.21,91.95
233,84.556,97.904,70.33,92.05
234,84.514,98.008,70.33,91.93
235,84.648,97.982,70.24,91.91
236,84.68,97.944,70.05,91.91
237,84.63,98.044,70.15,91.97
238,84.608,98.038,70.06,91.86
239,84.632,98.024,70.29,91.94
240,84.63,98.072,69.96,91.89
241,84.82,97.996,70.13,91.93
242,84.646,97.944,70.27,91.75
243,84.608,98.076,69.87,91.99
244,84.852,98.074,70.08,91.78
245,84.898,98.058,70.14,91.79
246,84.902,98.068,69.73,91.8
247,84.676,97.954,70.09,91.92
248,84.884,98.064,69.95,91.92
249,84.944,98.044,69.88,91.75
250,84.702,98.094,69.91,91.95
251,84.982,98.108,69.99,91.69
252,84.704,98.03,70.09,92.14
253,85.134,98.03,70.03,91.87
254,84.872,98.098,69.77,91.91
255,84.952,98.09,69.98,91.78
256,84.762,98.068,69.95,91.91
257,85.054,98.066,69.96,91.89
258,84.786,98.066,70.02,91.79
259,85.054,98.036,69.98,91.81
260,84.93,98.052,69.99,91.92
261,85.11,98.144,69.84,91.87
262,84.976,98.114,69.89,91.91
263,85.05,98.222,69.95,91.89
264,85.088,98.172,69.93,92.02
265,84.868,98.134,69.89,91.88
266,84.954,98.14,69.91,91.93
267,85.1,98.088,69.83,91.79
268,85.138,98.172,70.26,91.79
269,85.058,98.154,69.57,91.75
270,84.982,98.072,70.16,91.8
271,85.002,98.04,70.19,91.87
272,85.152,98.108,70.01,92.05
273,85.01,98.296,69.89,91.69
274,85.178,98.19,69.79,91.82
275,85.148,98.108,69.98,91.68
276,85.242,98.204,69.93,91.83
277,85.194,98.134,70.03,91.82
278,85.102,98.138,69.84,91.88
279,85.112,98.134,69.67,91.74
280,85.2,98.174,69.69,91.94
281,85.184,98.172,69.86,91.76
282,85.246,98.148,70.19,91.91
283,85.19,98.184,69.78,91.75
284,85.398,98.15,69.73,91.83
285,85.248,98.092,69.8,91.74
286,84.974,98.202,69.86,91.77
287,85.368,98.204,69.74,91.89
288,85.192,98.16,70.21,91.82
289,85.252,98.09,69.92,91.97
290,85.306,98.12,69.73,91.73
291,85.384,98.166,69.81,91.75
292,85.14,98.21,69.86,91.7
293,85.148,98.184,70.04,91.99
294,85.182,98.184,69.84,91.82
295,85.348,98.226,70.18,91.8
296,85.232,98.164,69.97,91.77
297,85.182,98.172,69.84,91.74
298,85.26,98.266,69.68,91.81
299,85.414,98.168,69.94,91.91
