Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
104,66.0,91.358,53.55,82.31
105,65.804,91.228,56.28,84.25
106,66.02,91.198,55.37,83.24
107,65.92,91.044,56.37,84.18
108,65.986,91.308,57.68,85.66
109,65.834,91.288,56.52,84.66
110,66.126,91.15,54.83,82.74
111,66.006,91.21,52.44,81.87
112,66.098,91.312,58.02,85.79
113,65.916,91.132,56.31,85.26
114,66.12,91.422,57.14,85.8
115,66.116,91.396,53.22,82.37
116,66.306,91.292,56.73,85.29
117,66.516,91.388,57.83,86.26
118,66.14,91.188,57.08,85.32
119,66.35,91.298,57.18,85.57
120,66.284,91.408,54.61,82.45
121,66.29,91.37,57.64,84.96
122,66.146,91.32,56.06,84.29
123,66.416,91.412,58.5,85.74
124,66.392,91.478,56.85,84.27
125,66.558,91.362,56.54,84.85
126,66.538,91.518,56.53,84.87
127,66.344,91.508,53.55,82.59
128,66.038,91.39,55.18,84.42
129,66.266,91.512,54.42,83.36
130,66.532,91.43,56.16,84.92
131,66.13,91.318,57.31,85.37
132,66.488,91.458,56.23,83.95
133,66.302,91.412,57.72,85.44
134,66.496,91.5,55.5,84.55
135,66.118,91.304,55.36,84.14
136,66.602,91.404,52.17,82.67
137,66.158,91.34,56.16,84.24
138,66.324,91.374,57.56,85.54
139,66.388,91.46,57.25,85.79
140,66.434,91.492,54.22,83.27
141,66.152,91.388,53.81,83.12
142,65.976,91.376,55.02,83.65
143,66.34,91.386,55.81,84.44
144,66.328,91.576,56.77,84.92
145,66.588,91.344,57.33,85.37
146,66.252,91.352,57.38,84.87
147,66.446,91.462,57.0,84.64
148,66.176,91.386,58.47,86.11
149,66.256,91.554,58.6,85.8
150,74.31,94.492,66.94,90.53
151,76.76,95.4,67.8,91.15
152,77.76,95.792,67.92,90.94
153,77.992,95.926,67.75,90.99
154,78.392,96.11,68.12,90.81
155,78.648,96.128,67.51,90.64
156,79.196,96.288,68.2,91.06
157,79.21,96.374,67.67,90.54
158,79.408,96.502,67.67,90.82
159,79.736,96.572,68.02,90.65
160,79.744,96.624,67.9,91.04
161,79.654,96.644,67.69,90.82
162,79.916,96.662,67.22,90.91
163,80.008,96.684,67.55,90.72
164,79.97,96.838,67.77,90.55
165,80.182,96.806,68.0,90.75
166,80.152,96.692,67.74,90.6
167,80.188,96.71,67.77,90.64
168,80.268,96.836,67.66,90.77
169,80.466,96.856,67.4,90.74
170,80.692,97.01,67.68,90.44
171,80.764,96.998,67.45,90.72
172,80.5,96.912,66.93,90.23
173,80.688,96.988,67.55,90.62
174,80.678,96.988,66.53,90.14
175,80.836,96.932,66.95,90.58
176,80.48,97.042,66.8,90.34
177,80.75,97.062,66.78,90.53
178,80.822,97.06,66.96,90.67
179,80.876,97.16,67.07,90.6
180,81.082,97.278,66.58,90.23
181,80.72,97.102,65.66,90.61
182,80.638,97.132,66.04,90.24
183,81.088,97.122,66.95,90.64
184,81.224,97.294,66.69,89.87
185,80.882,97.106,66.87,90.36
186,81.004,97.092,66.29,90.53
187,80.864,97.174,66.92,90.49
188,80.886,97.208,66.08,90.25
189,81.082,97.128,67.0,90.55
190,81.144,97.268,66.45,90.23
191,80.994,97.286,65.86,89.84
192,81.028,97.222,66.43,90.13
193,80.942,97.184,66.14,89.45
194,81.148,97.242,66.17,90.08
195,81.05,97.192,66.23,90.52
196,81.268,97.302,65.86,90.18
197,81.41,97.344,65.88,90.18
198,81.37,97.298,65.14,89.76
199,81.196,97.364,66.01,89.81
200,81.204,97.358,66.22,90.17
201,81.336,97.298,66.13,90.23
202,81.526,97.374,65.85,89.53
203,81.298,97.434,66.05,89.98
204,81.46,97.476,65.98,90.32
205,81.534,97.458,65.46,90.04
206,81.286,97.416,65.7,89.74
207,81.53,97.434,65.99,90.23
208,81.262,97.316,65.21,89.86
209,81.646,97.464,65.84,89.72
210,81.646,97.376,65.99,90.11
211,81.416,97.474,66.23,89.64
212,81.676,97.504,65.44,89.66
213,81.576,97.38,65.18,89.67
214,81.612,97.464,65.06,89.65
215,81.384,97.526,64.28,89.55
216,81.6,97.432,65.65,89.62
217,81.462,97.38,65.45,89.55
218,81.49,97.514,65.56,89.34
219,81.676,97.432,65.28,89.36
220,81.758,97.536,65.01,89.57
221,81.534,97.526,65.99,90.02
222,81.624,97.556,65.29,89.46
223,81.902,97.51,64.8,89.65
224,81.596,97.452,65.3,89.79
225,85.128,98.164,68.5,91.11
226,86.362,98.522,68.51,91.31
227,86.634,98.5,68.49,91.16
228,86.994,98.536,68.46,91.23
229,87.22,98.638,68.75,91.24
230,87.28,98.684,68.41,91.22
231,87.404,98.636,68.37,91.35
232,87.594,98.668,68.26,91.24
233,87.706,98.72,68.26,91.14
234,87.686,98.69,68.35,91.05
235,87.928,98.748,68.09,91.12
236,87.86,98.77,68.32,91.21
237,87.916,98.782,68.28,91.24
238,88.01,98.822,68.36,91.17
239,87.962,98.8,68.54,91.1
240,87.924,98.802,68.23,91.08
241,88.02,98.77,68.02,91.06
242,87.99,98.788,68.06,91.1
243,87.922,98.826,68.1,91.1
244,88.234,98.832,67.59,90.96
245,88.39,98.858,68.21,91.11
246,88.244,98.78,68.26,91.1
247,88.128,98.82,68.27,91.24
248,88.362,98.832,68.11,91.26
249,88.206,98.8,68.2,91.1
250,88.512,98.812,68.18,91.06
251,88.378,98.866,67.88,91.03
252,88.156,98.87,67.8,90.97
253,88.202,98.91,68.02,91.15
254,88.402,98.866,67.82,91.02
255,88.522,98.92,68.13,90.97
256,88.42,98.954,68.01,91.05
257,88.464,98.936,68.19,90.95
258,88.768,98.956,68.06,91.05
259,88.312,98.992,67.88,90.93
260,88.602,98.896,68.06,91.15
261,88.574,98.942,67.71,90.92
262,88.64,99.006,68.13,91.13
263,88.598,98.936,68.09,90.84
264,88.472,98.918,67.84,90.95
265,88.834,98.966,68.03,90.86
266,88.786,98.936,67.98,90.89
267,88.732,98.912,68.0,90.91
268,88.82,98.958,67.67,90.83
269,88.87,98.996,67.71,91.03
270,88.778,98.998,67.89,90.84
271,88.888,99.018,67.98,91.0
272,88.614,98.954,68.1,90.97
273,88.75,99.028,67.98,90.74
274,88.932,98.982,67.68,90.88
275,88.886,99.02,67.81,90.98
276,88.79,98.91,67.81,90.62
277,88.946,99.068,67.9,90.92
278,88.804,99.054,68.13,91.0
279,89.052,98.992,67.8,90.81
280,89.042,99.03,67.77,90.64
281,88.942,99.018,67.68,90.86
282,89.01,99.05,67.79,90.78
283,88.98,99.016,67.91,90.78
284,89.038,99.018,67.99,90.87
285,89.25,99.014,67.53,90.87
286,89.276,99.074,67.79,90.84
287,89.324,99.108,67.85,90.76
288,89.018,99.034,67.82,90.64
289,89.086,99.052,67.51,90.58
290,89.244,99.058,68.02,90.82
291,89.164,99.132,67.75,91.05
292,88.996,99.112,67.84,90.68
293,89.214,99.096,67.73,90.56
294,89.222,99.088,67.7,90.79
295,89.288,99.112,67.86,90.7
296,89.066,99.098,67.82,90.58
297,89.252,99.112,68.01,90.77
298,89.274,99.12,67.75,90.62
299,89.264,99.102,67.95,90.67
