Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
0,41.468,88.938,49.74,92.3
1,63.31,96.604,64.82,96.4
2,71.808,98.028,72.61,98.27
3,76.068,98.416,74.54,98.63
4,78.314,98.682,75.37,98.76
5,79.894,98.876,74.25,97.93
6,81.602,99.036,80.9,99.05
7,82.6,99.172,78.18,98.69
8,83.41,99.278,81.31,99.06
9,84.108,99.314,78.72,99.07
10,84.584,99.372,82.21,99.04
11,85.302,99.392,80.65,98.74
12,85.788,99.452,81.32,99.16
13,86.004,99.524,80.55,98.81
14,86.472,99.498,83.25,99.13
15,86.894,99.506,84.23,99.28
16,87.01,99.534,81.8,99.01
17,87.21,99.508,77.81,98.1
18,87.32,99.542,85.57,99.27
19,87.544,99.548,82.18,99.14
20,87.928,99.582,80.84,98.84
21,88.2,99.59,84.61,99.27
22,88.196,99.654,82.33,99.28
23,88.414,99.62,82.46,98.84
24,88.474,99.59,83.57,99.32
25,88.488,99.624,84.36,99.3
26,88.692,99.624,85.68,99.44
27,88.972,99.65,80.21,98.77
28,88.774,99.698,84.11,99.21
29,89.12,99.67,85.68,99.45
30,88.942,99.674,85.4,99.28
31,89.14,99.69,84.78,99.45
32,89.036,99.668,84.52,99.34
33,89.238,99.682,85.45,99.31
34,89.522,99.708,84.36,99.29
35,89.544,99.716,84.37,99.21
36,89.414,99.734,85.86,99.37
37,89.57,99.678,82.83,98.72
38,89.612,99.744,83.9,98.7
39,89.48,99.756,83.03,99.2
40,89.668,99.71,82.27,99.11
41,89.846,99.706,85.04,99.34
42,89.94,99.696,81.93,98.96
43,90.052,99.73,86.02,99.06
44,90.074,99.708,85.41,99.47
45,89.86,99.712,80.75,98.89
46,90.118,99.734,79.59,98.11
47,89.87,99.72,83.65,99.15
48,90.004,99.734,83.55,99.31
49,90.036,99.784,86.13,99.27
50,90.092,99.73,82.23,99.3
51,89.962,99.738,86.22,99.52
52,90.296,99.75,85.01,99.44
53,90.374,99.726,84.01,98.77
54,90.238,99.702,86.25,99.3
55,90.104,99.698,83.25,99.06
56,90.304,99.742,86.56,99.52
57,90.328,99.736,85.42,99.53
58,90.364,99.738,86.44,99.29
59,90.284,99.738,81.32,98.97
60,90.358,99.758,85.84,99.21
61,90.544,99.728,83.92,99.24
62,90.534,99.73,79.74,98.32
63,90.576,99.788,84.97,99.43
64,90.384,99.736,82.14,98.73
65,90.496,99.762,84.3,99.31
66,90.428,99.796,82.58,99.39
67,90.61,99.742,85.99,99.49
68,90.47,99.776,86.65,99.6
69,90.468,99.746,86.12,99.47
70,90.674,99.746,83.72,99.21
71,90.334,99.784,85.67,99.35
72,90.718,99.746,85.07,99.08
73,90.748,99.798,85.22,99.4
