Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
133,69.106,92.64,61.93,87.73
134,69.04,92.652,56.21,84.58
135,68.968,92.586,59.22,86.93
136,69.006,92.648,61.12,88.54
137,68.662,92.452,58.97,87.09
138,68.576,92.642,60.61,87.89
139,68.576,92.602,57.59,85.81
140,68.71,92.546,61.13,87.55
141,68.42,92.466,54.76,83.15
142,68.614,92.456,60.59,87.23
143,68.312,92.34,60.62,87.29
144,68.296,92.288,59.01,85.63
145,68.326,92.43,59.07,86.17
146,67.974,92.282,58.45,85.98
147,68.126,92.404,60.33,87.02
148,67.86,92.328,56.33,84.86
149,68.086,92.284,61.44,88.29
150,74.042,94.45,67.79,91.21
151,75.872,95.184,68.8,91.34
152,76.28,95.366,68.6,91.45
153,76.938,95.556,68.33,91.24
154,77.164,95.63,69.26,91.53
155,77.4,95.76,68.51,91.54
156,77.496,95.62,68.89,91.71
157,77.522,95.71,68.92,91.8
158,77.596,95.844,68.76,91.49
159,77.748,95.852,68.39,91.65
160,77.738,95.858,68.96,91.72
161,77.428,95.908,68.89,91.65
162,77.54,95.94,68.81,91.71
163,77.54,95.79,68.52,91.37
164,77.672,95.93,68.61,91.27
165,77.652,95.888,68.32,91.33
166,77.566,95.896,68.43,91.22
167,77.358,95.884,68.25,91.33
168,77.358,95.828,68.49,91.3
169,77.346,95.804,68.09,91.08
170,77.198,95.794,67.67,91.15
171,77.286,95.828,68.13,91.21
172,77.13,95.836,67.85,91.46
173,77.234,95.702,67.87,90.96
174,77.008,95.668,67.4,90.98
175,77.038,95.626,67.95,91.08
176,77.004,95.67,68.0,91.14
177,76.712,95.602,67.82,91.34
178,77.02,95.598,68.19,90.95
179,76.562,95.712,67.69,90.95
180,76.748,95.636,67.61,90.95
181,76.612,95.618,67.75,90.95
182,76.494,95.57,67.82,90.94
183,76.918,95.542,67.52,90.77
184,76.582,95.584,66.96,90.85
185,76.302,95.554,67.59,90.72
186,76.378,95.514,66.73,90.75
187,76.294,95.57,67.45,90.78
188,76.364,95.422,67.3,90.45
189,76.33,95.444,67.01,90.83
190,76.244,95.446,66.85,90.86
191,76.198,95.464,66.96,90.78
192,76.054,95.444,67.22,90.59
193,75.852,95.45,67.55,90.69
194,75.976,95.378,66.88,90.66
195,75.822,95.434,66.9,90.51
196,75.842,95.31,67.11,90.76
197,75.926,95.364,67.68,90.82
198,75.734,95.384,67.08,90.65
199,75.898,95.292,66.99,90.74
200,75.606,95.406,66.81,90.8
201,75.56,95.304,67.08,90.6
202,75.684,95.376,66.94,90.65
203,75.536,95.23,66.28,90.52
204,75.504,95.396,66.92,90.55
205,75.762,95.366,65.73,90.28
206,75.646,95.288,66.55,90.58
207,75.69,95.302,66.42,90.57
208,75.316,95.164,66.75,90.85
209,75.404,95.198,66.49,90.72
210,75.458,95.258,66.26,90.41
211,75.346,95.268,66.78,90.69
212,75.222,95.234,66.74,90.49
213,75.22,95.276,66.44,90.4
214,75.118,95.18,65.56,90.39
215,75.142,95.164,66.47,90.41
216,75.394,95.114,66.1,90.5
217,75.294,95.136,66.36,90.35
218,75.26,95.216,66.52,90.46
219,75.076,95.07,66.7,90.36
220,75.106,95.212,67.24,90.58
221,75.248,95.192,65.71,89.83
222,75.136,95.202,66.87,90.42
223,75.126,95.142,66.5,90.59
224,75.09,95.136,66.54,90.57
225,77.03,95.68,68.22,91.17
226,77.274,95.774,68.08,91.19
227,77.352,95.736,68.13,91.21
228,77.344,95.728,67.94,91.15
229,77.508,95.928,67.97,91.15
230,77.52,95.932,67.91,90.96
231,77.468,95.832,67.72,91.29
232,77.496,95.84,68.01,90.99
233,77.556,95.808,67.74,91.17
234,77.47,95.86,68.22,91.32
235,77.614,95.788,68.13,91.05
236,77.5,95.802,68.39,91.15
237,77.588,95.894,67.79,91.13
238,77.632,95.86,67.97,91.31
239,77.676,95.918,68.15,91.1
240,77.574,95.912,68.12,91.31
241,77.476,95.834,67.86,91.2
242,77.622,95.996,67.97,91.4
243,77.594,95.836,68.17,91.25
244,77.592,95.89,68.33,91.18
245,77.688,95.93,68.29,91.23
246,77.758,95.876,68.03,91.08
247,77.456,95.936,68.14,91.2
248,77.81,95.89,68.07,91.08
249,77.748,95.918,68.0,91.19
250,77.65,95.956,68.16,91.34
251,77.626,95.94,67.8,91.23
252,77.864,95.82,68.03,91.22
253,77.678,95.848,67.96,90.96
254,77.522,95.93,68.22,91.24
255,77.718,95.856,68.14,91.17
256,77.886,95.882,68.74,91.29
257,77.852,95.94,68.18,91.2
258,77.728,95.942,67.99,91.17
259,77.558,95.858,68.17,91.24
260,77.75,95.906,67.81,91.21
261,77.762,95.928,68.12,91.23
262,77.536,95.976,67.91,91.05
263,77.716,95.966,68.13,91.2
264,77.954,95.952,68.27,91.24
265,77.742,95.914,68.12,91.31
266,77.802,95.924,68.25,91.23
267,77.564,95.96,68.14,91.15
268,77.768,95.946,68.33,91.2
269,77.722,95.88,67.87,91.25
270,77.914,95.882,68.23,91.18
271,77.872,95.952,68.02,91.2
272,77.802,95.922,68.08,91.17
273,77.866,95.968,68.06,91.14
274,77.932,95.988,67.99,91.17
275,77.93,95.98,68.28,91.08
276,77.754,95.782,67.87,91.17
277,77.98,95.918,68.18,91.28
278,77.982,95.96,67.87,90.92
279,77.828,95.948,68.24,91.08
280,77.878,96.026,67.85,91.31
281,77.79,96.064,67.86,91.2
282,77.97,95.96,68.47,91.18
283,77.742,96.004,68.33,91.17
284,77.846,95.89,68.35,91.17
285,77.692,95.94,68.06,91.17
286,77.806,96.016,67.78,91.3
287,77.952,95.97,68.22,91.31
288,78.056,95.832,68.04,91.36
289,77.886,95.92,68.27,91.21
290,77.88,95.86,67.69,90.99
291,77.806,95.966,68.27,91.35
292,77.98,95.95,67.99,91.23
293,77.884,96.008,68.34,91.17
294,77.96,95.966,67.92,91.16
295,77.904,96.004,68.22,91.07
296,77.71,95.906,68.1,91.18
297,78.072,95.99,68.05,91.17
298,77.8,95.998,67.96,91.38
299,77.942,95.97,67.99,91.01
