Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
54,89.928,99.72,80.77,98.27
55,89.672,99.7,84.71,99.39
56,89.624,99.694,86.27,99.41
57,89.872,99.748,85.82,99.44
58,89.862,99.714,82.11,99.21
59,89.952,99.704,83.35,98.96
60,89.77,99.702,85.22,99.48
61,89.828,99.734,85.51,99.32
62,89.836,99.764,85.07,99.57
63,89.736,99.732,84.69,99.14
64,89.89,99.69,84.09,99.32
65,89.786,99.694,84.64,99.47
66,89.676,99.714,83.11,99.45
67,90.092,99.72,86.86,99.48
68,90.042,99.708,85.36,99.35
69,89.842,99.746,80.36,99.03
70,90.438,99.742,84.84,99.23
71,90.12,99.762,82.07,99.25
72,90.192,99.748,85.6,99.0
73,90.316,99.724,85.28,99.32
74,90.018,99.764,85.03,99.47
75,90.088,99.78,82.54,99.13
76,90.282,99.742,86.91,99.49
77,90.002,99.74,86.01,99.27
78,89.96,99.734,86.1,99.56
79,90.152,99.73,81.35,98.91
80,90.142,99.718,84.1,99.34
81,90.45,99.718,79.91,99.18
82,90.258,99.76,86.19,99.46
83,90.486,99.73,85.58,99.14
84,90.072,99.684,84.27,99.36
85,90.226,99.76,83.92,99.08
86,90.158,99.732,84.68,99.36
87,90.188,99.716,84.79,99.34
88,90.274,99.75,86.13,99.46
89,90.432,99.764,86.84,99.58
90,90.222,99.744,85.6,99.36
91,90.37,99.772,87.65,99.54
92,90.336,99.758,85.4,99.47
93,90.408,99.73,85.84,99.38
94,90.306,99.758,85.69,99.43
95,90.256,99.74,86.83,99.38
96,90.522,99.744,87.25,99.44
97,90.168,99.75,81.19,98.06
98,90.326,99.748,84.33,99.33
99,90.276,99.708,83.07,99.04
100,90.248,99.71,84.1,99.39
101,90.314,99.756,83.35,99.29
102,90.372,99.786,86.32,99.46
103,90.412,99.756,85.46,99.31
104,90.276,99.748,86.53,99.53
105,90.278,99.764,86.31,99.46
106,90.382,99.766,85.39,99.34
107,90.512,99.762,84.09,99.34
108,90.244,99.714,84.93,99.11
109,90.444,99.742,86.14,99.42
110,90.136,99.76,86.31,99.19
111,90.46,99.744,84.93,99.37
112,90.32,99.712,87.38,99.51
113,90.488,99.732,85.64,99.32
114,90.484,99.72,86.27,99.3
115,90.356,99.722,83.9,99.55
116,90.274,99.736,86.56,99.43
117,90.206,99.732,82.3,99.02
118,90.494,99.76,85.14,99.23
119,90.308,99.716,86.37,99.53
120,90.412,99.76,86.79,99.48
121,90.34,99.746,85.21,99.07
122,90.64,99.76,86.51,99.53
123,90.56,99.728,87.61,99.53
124,90.368,99.724,84.58,99.47
125,90.456,99.732,84.44,99.36
126,90.534,99.72,81.75,99.02
127,90.208,99.766,82.74,99.15
128,90.494,99.748,87.32,99.59
129,90.544,99.748,85.29,99.29
130,90.42,99.766,85.39,99.55
131,90.484,99.74,84.66,99.42
132,90.446,99.756,79.92,98.04
133,90.504,99.75,85.12,99.59
134,90.308,99.742,84.25,99.28
135,90.374,99.734,86.74,99.52
136,90.646,99.714,84.87,99.38
137,90.41,99.764,88.0,99.64
138,90.54,99.754,84.3,99.28
139,90.32,99.766,82.81,99.41
140,90.292,99.706,84.15,99.38
141,90.6,99.72,85.88,99.43
142,90.52,99.778,85.49,99.41
143,90.582,99.776,82.3,98.55
144,90.724,99.768,85.65,99.42
145,90.392,99.758,86.26,99.23
146,90.624,99.746,84.73,99.09
147,90.574,99.718,83.72,99.43
148,90.512,99.708,84.09,98.86
149,90.56,99.748,84.72,99.42
150,94.312,99.894,91.51,99.79
151,95.456,99.912,91.69,99.81
152,95.84,99.94,91.79,99.8
153,96.03,99.944,91.84,99.81
154,96.192,99.942,92.1,99.83
155,96.294,99.948,92.15,99.85
156,96.638,99.956,92.41,99.87
157,96.78,99.952,92.05,99.85
158,96.83,99.966,92.16,99.8
159,96.776,99.982,92.13,99.84
160,96.976,99.968,92.18,99.84
161,96.998,99.96,92.11,99.79
162,97.158,99.966,92.32,99.84
163,97.308,99.972,92.25,99.81
164,97.26,99.966,92.26,99.83
165,97.294,99.986,92.2,99.84
166,97.394,99.976,92.1,99.79
167,97.486,99.986,92.4,99.8
168,97.666,99.984,92.14,99.8
169,97.604,99.982,91.72,99.77
170,97.6,99.984,91.87,99.81
171,97.73,99.986,92.05,99.78
172,97.618,99.97,92.13,99.78
173,97.73,99.98,92.12,99.75
174,97.736,99.99,91.93,99.8
175,97.716,99.978,91.94,99.83
176,97.86,99.99,92.06,99.8
177,97.696,99.986,91.99,99.76
178,97.788,99.98,91.96,99.81
179,97.786,99.964,91.93,99.82
180,97.914,99.98,91.69,99.78
181,97.834,99.992,91.7,99.73
182,97.932,99.984,91.96,99.76
183,98.03,99.984,91.56,99.76
184,97.882,99.99,91.53,99.78
185,97.87,99.988,91.6,99.74
186,98.0,99.992,91.77,99.75
187,97.932,99.984,91.55,99.66
188,98.018,99.99,91.61,99.76
189,98.02,99.998,91.65,99.75
190,98.026,99.994,91.35,99.78
191,98.054,99.992,91.52,99.74
192,97.884,99.99,91.5,99.85
193,97.98,99.994,91.52,99.72
194,98.026,99.99,91.44,99.72
195,97.974,99.982,91.13,99.67
196,98.018,99.992,91.45,99.79
197,98.014,99.994,91.59,99.74
198,97.928,99.994,91.62,99.8
199,98.036,99.984,91.63,99.79
200,98.012,99.992,91.7,99.71
201,98.108,99.99,91.83,99.78
202,97.942,99.996,91.76,99.73
203,97.944,99.982,91.54,99.75
204,97.948,99.986,91.21,99.74
205,98.058,99.99,91.81,99.8
206,98.018,99.994,91.73,99.71
207,97.99,99.986,91.36,99.66
208,97.974,99.994,91.4,99.72
209,97.976,99.99,91.16,99.71
210,98.05,99.998,91.3,99.65
211,97.882,99.99,91.06,99.68
212,97.958,99.996,91.56,99.74
213,97.986,99.988,91.2,99.72
214,97.9,99.988,91.48,99.8
215,97.926,99.994,91.25,99.73
216,97.93,99.998,91.46,99.68
217,97.84,99.992,91.51,99.69
218,98.004,99.996,91.31,99.68
219,98.08,99.994,91.35,99.64
220,97.934,99.988,91.19,99.64
221,97.954,99.998,91.16,99.7
222,97.926,99.998,91.91,99.65
223,97.956,99.994,91.13,99.77
224,97.92,99.99,91.46,99.68
225,98.684,99.998,92.39,99.71
226,99.072,100.0,92.51,99.75
227,99.166,100.0,92.47,99.73
228,99.198,99.996,92.43,99.72
229,99.268,100.0,92.48,99.7
230,99.326,100.0,92.42,99.73
231,99.348,99.998,92.66,99.72
232,99.426,100.0,92.66,99.67
233,99.428,100.0,92.59,99.7
234,99.478,99.998,92.33,99.72
235,99.474,99.998,92.6,99.72
236,99.564,100.0,92.74,99.72
237,99.436,100.0,92.8,99.73
238,99.558,100.0,92.65,99.7
239,99.486,99.998,92.69,99.72
240,99.49,100.0,92.53,99.68
241,99.576,100.0,92.52,99.69
242,99.59,100.0,92.57,99.71
243,99.602,100.0,92.73,99.7
244,99.568,100.0,92.63,99.69
245,99.564,100.0,92.76,99.69
246,99.602,99.998,92.76,99.71
247,99.58,100.0,92.79,99.7
248,99.618,99.998,92.78,99.68
249,99.576,100.0,92.82,99.72
250,99.632,100.0,92.68,99.73
251,99.67,100.0,92.63,99.72
252,99.648,100.0,92.66,99.7
253,99.61,100.0,92.76,99.72
254,99.64,100.0,92.56,99.71
255,99.658,99.998,92.76,99.71
256,99.658,100.0,92.57,99.68
257,99.664,100.0,92.67,99.7
258,99.686,100.0,92.84,99.7
259,99.642,100.0,92.63,99.68
260,99.638,100.0,92.87,99.67
261,99.6,100.0,92.7,99.68
262,99.686,99.998,92.85,99.65
263,99.672,100.0,92.65,99.68
264,99.714,100.0,92.74,99.66
265,99.694,100.0,92.83,99.71
266,99.72,100.0,92.78,99.66
267,99.714,100.0,92.81,99.65
268,99.694,100.0,92.69,99.67
269,99.656,100.0,92.69,99.7
270,99.7,100.0,92.74,99.68
271,99.728,100.0,92.8,99.69
272,99.674,100.0,92.72,99.68
273,99.68,100.0,92.83,99.7
274,99.7,100.0,92.67,99.69
275,99.684,99.998,92.65,99.71
276,99.728,100.0,92.64,99.7
277,99.754,100.0,92.69,99.69
278,99.692,100.0,92.6,99.72
279,99.722,100.0,92.78,99.7
280,99.694,100.0,92.66,99.72
281,99.744,100.0,92.68,99.69
282,99.74,100.0,92.61,99.66
283,99.74,100.0,92.63,99.71
284,99.762,100.0,92.7,99.69
285,99.718,100.0,92.72,99.71
286,99.74,100.0,92.71,99.65
287,99.738,100.0,92.6,99.71
288,99.746,100.0,92.64,99.72
289,99.738,100.0,92.64,99.7
290,99.71,100.0,92.66,99.66
291,99.762,100.0,92.69,99.7
292,99.754,100.0,92.74,99.68
293,99.776,100.0,92.68,99.63
294,99.77,99.998,92.72,99.68
295,99.774,100.0,92.67,99.63
296,99.8,100.0,92.68,99.67
297,99.756,100.0,92.7,99.71
298,99.8,100.0,92.61,99.66
299,99.764,100.0,92.68,99.66
