Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
0,8.162,27.06,11.66,34.77
1,19.068,47.394,21.01,50.03
2,28.466,60.354,26.75,58.81
3,35.386,68.566,35.33,68.58
4,40.368,73.584,37.8,70.33
5,44.576,77.168,41.28,73.71
6,47.68,79.79,43.18,75.39
7,50.26,81.516,46.11,77.74
8,51.87,82.758,45.2,76.71
9,53.52,83.88,45.71,77.78
10,54.858,84.796,48.64,81.05
11,56.232,85.578,50.5,81.04
12,56.874,86.238,52.9,82.39
13,58.178,86.61,49.71,79.87
14,58.424,86.988,50.59,79.85
15,59.538,87.672,53.68,83.7
16,59.828,87.972,53.78,83.37
17,60.676,88.246,53.3,82.56
18,60.998,88.63,52.28,82.48
19,61.444,88.742,56.61,84.99
20,61.838,89.058,54.09,83.26
21,62.09,89.414,55.96,84.3
22,62.232,89.448,53.95,82.95
23,62.498,89.368,51.7,81.48
24,62.994,89.702,55.24,84.62
25,63.32,89.954,52.46,82.75
26,63.498,89.856,56.43,84.9
27,63.532,90.07,56.92,85.94
28,63.954,90.19,54.66,83.75
29,64.39,90.518,56.45,85.01
30,64.344,90.402,54.65,84.13
31,64.31,90.464,54.83,83.95
32,64.598,90.68,54.55,83.74
33,64.896,90.758,56.54,85.3
34,65.268,90.594,56.43,85.1
35,64.962,90.696,55.22,84.59
36,65.082,90.87,52.08,82.18
37,65.134,90.756,56.35,84.96
38,65.308,90.914,56.25,85.56
39,65.51,91.052,56.35,85.19
40,65.44,90.936,56.04,83.96
41,65.69,91.082,55.14,83.83
42,65.4,91.102,54.37,83.26
43,65.578,91.224,53.7,82.81
44,65.858,91.038,57.04,85.2
45,65.854,91.34,55.96,84.43
46,65.616,91.202,58.05,85.93
47,65.852,91.33,57.32,85.67
48,66.024,91.252,55.37,84.07
49,66.068,91.298,58.37,85.57
50,66.124,91.318,57.02,84.97
51,65.87,91.32,55.9,84.3
52,66.31,91.456,56.87,85.39
53,66.194,91.33,56.78,85.49
54,66.11,91.498,57.19,85.61
55,66.164,91.454,58.58,86.23
56,66.478,91.61,56.54,85.3
57,66.274,91.42,56.11,84.46
58,66.298,91.528,57.44,85.03
59,66.306,91.404,52.94,82.22
60,66.512,91.658,50.5,80.51
61,66.114,91.556,55.82,84.27
62,66.386,91.552,57.97,85.5
63,66.408,91.484,57.05,85.63
64,66.294,91.734,57.36,85.61
65,66.79,91.5,56.39,84.26
66,66.552,91.564,56.8,85.24
67,66.248,91.65,54.34,82.93
68,66.656,91.57,56.93,85.17
69,66.582,91.444,56.83,84.74
70,66.898,91.776,55.13,83.39
71,66.894,91.71,58.42,86.58
72,67.034,91.726,53.7,81.84
73,66.888,91.976,57.44,85.45
74,66.842,91.892,57.03,85.02
75,67.242,91.896,54.23,83.3
76,66.778,91.926,56.07,84.74
77,66.922,91.784,57.55,85.91
78,67.016,91.788,57.49,85.82
79,67.002,91.926,57.36,85.77
80,66.952,91.796,59.57,86.48
81,66.844,91.78,56.22,85.15
82,66.982,91.782,58.1,84.61
83,66.986,91.78,55.7,85.01
84,67.054,91.66,58.83,86.52
