Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
172,81.552,97.188,69.8,92.26
173,81.552,97.188,69.33,92.02
174,81.474,97.262,69.26,91.97
175,81.634,97.166,69.56,92.14
176,81.676,97.22,69.64,92.15
177,81.482,97.24,69.57,92.07
178,81.488,97.214,69.65,92.05
179,81.558,97.308,69.4,92.28
180,81.458,97.25,69.34,92.0
181,81.604,97.314,69.07,92.21
182,81.58,97.274,69.06,92.11
183,81.59,97.27,68.9,91.83
184,81.564,97.29,69.22,92.2
185,81.742,97.238,69.38,91.99
186,81.568,97.288,69.23,91.96
187,81.266,97.262,69.21,91.89
188,81.638,97.284,68.69,91.94
189,81.634,97.308,69.22,91.89
190,81.518,97.356,68.83,92.03
191,81.66,97.332,69.37,92.23
192,81.442,97.292,69.19,91.85
193,81.546,97.308,68.72,91.96
194,81.32,97.216,69.22,91.76
195,81.506,97.236,69.32,91.92
196,81.406,97.252,69.49,91.81
197,81.266,97.34,68.94,91.84
198,81.464,97.28,68.93,91.77
199,81.45,97.32,69.37,92.05
200,81.308,97.286,69.15,91.98
201,81.226,97.294,68.99,92.0
202,81.242,97.312,69.56,92.02
203,81.44,97.39,68.51,91.28
204,81.426,97.212,69.4,91.74
205,81.206,97.198,68.25,91.65
206,81.296,97.222,68.72,91.89
207,81.392,97.192,69.22,91.69
208,81.222,97.2,68.74,91.78
209,81.208,97.122,69.03,92.04
210,81.372,97.238,68.54,91.83
211,81.272,97.216,68.95,91.77
212,81.048,97.282,68.77,91.72
213,81.112,97.17,68.88,91.87
214,81.048,97.246,68.13,91.79
215,81.15,97.252,68.8,91.95
216,81.214,97.254,68.52,91.69
217,81.144,97.26,68.02,91.32
218,81.118,97.156,68.91,91.99
219,81.258,97.164,68.73,91.62
220,80.886,97.25,68.45,91.77
221,81.158,97.21,68.09,91.47
222,81.112,97.21,68.59,91.85
223,81.052,97.256,69.12,92.04
224,81.06,97.332,68.66,91.61
225,83.168,97.554,70.11,92.35
226,83.872,97.862,70.52,92.53
227,83.758,97.806,70.76,92.5
228,84.002,97.862,70.61,92.51
229,83.906,97.814,70.33,92.48
230,83.884,97.804,70.68,92.45
231,83.848,97.826,70.74,92.57
232,84.036,97.84,70.39,92.44
233,84.206,97.824,70.55,92.31
234,83.942,97.888,70.8,92.28
235,84.046,97.812,70.17,92.36
236,84.102,97.904,70.71,92.53
237,84.1,97.86,70.37,92.51
238,84.156,97.8,70.5,92.51
239,84.15,97.858,70.62,92.42
240,84.17,97.942,70.7,92.35
241,84.19,97.876,70.16,92.53
242,84.45,97.924,70.58,92.34
243,84.41,97.928,70.23,92.34
244,84.166,97.924,70.26,92.42
245,84.334,97.952,70.31,92.3
246,84.262,97.976,70.42,92.41
247,84.238,97.99,70.22,92.23
248,84.314,97.932,70.27,92.37
249,84.326,98.038,70.23,92.35
250,84.388,97.926,70.29,92.28
251,84.382,98.026,70.29,92.39
252,84.49,98.04,70.55,92.42
253,84.318,97.988,70.4,92.35
254,84.486,97.98,70.49,92.24
255,84.414,97.96,70.5,92.33
256,84.45,97.974,70.36,92.29
257,84.294,98.046,70.47,92.37
258,84.416,97.968,70.55,92.28
259,84.656,97.978,70.53,92.22
260,84.626,98.036,70.53,92.33
261,84.158,97.956,70.38,92.25
262,84.688,97.96,70.63,92.45
263,84.406,97.972,70.49,92.27
264,84.496,97.998,70.8,92.2
265,84.506,97.976,70.52,92.22
266,84.544,98.04,70.5,92.19
267,84.482,97.996,70.56,92.14
268,84.546,98.02,70.37,92.26
269,84.544,98.006,70.52,92.27
270,84.626,97.97,70.7,92.18
271,84.724,98.078,70.48,92.16
272,84.354,98.066,70.41,92.27
273,84.47,98.026,70.44,92.31
274,84.374,98.016,70.26,92.21
275,84.804,98.026,70.55,92.24
276,84.838,97.996,70.33,92.24
277,84.54,98.128,70.42,92.33
278,84.736,98.144,70.12,92.22
279,84.506,98.062,70.33,92.15
280,84.514,98.02,70.44,92.29
281,84.64,98.102,70.37,92.21
282,84.804,98.008,70.21,92.15
283,84.684,98.08,70.32,92.32
284,84.616,98.086,70.27,92.28
285,84.698,97.942,70.45,92.24
286,84.808,98.01,70.57,92.3
287,84.654,97.966,70.45,92.22
288,84.944,98.11,70.34,92.34
289,84.856,98.132,70.61,92.42
290,84.814,98.068,70.32,92.36
291,84.876,98.098,70.43,92.22
292,84.8,98.026,70.43,92.27
293,84.85,98.066,70.29,92.23
294,84.662,98.114,70.02,92.38
295,84.562,98.126,70.4,92.11
296,84.896,98.02,70.38,92.31
297,84.882,98.082,70.29,92.35
298,84.692,98.084,70.59,92.33
299,84.844,98.096,70.07,92.23
