Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
0,39.812,88.772,50.41,94.35
1,60.876,95.968,57.89,95.52
2,70.072,97.674,67.65,97.1
3,74.918,98.308,69.98,96.97
4,77.996,98.688,75.07,98.58
5,79.722,98.848,76.3,98.67
6,81.372,99.012,74.96,98.85
7,82.504,99.156,74.71,98.6
8,83.294,99.254,73.44,96.9
9,84.05,99.26,82.65,99.2
10,84.436,99.354,80.74,98.64
11,84.902,99.388,80.26,98.81
12,85.64,99.436,77.3,98.45
13,85.93,99.42,82.63,99.21
14,86.28,99.434,81.55,99.24
15,86.628,99.458,75.2,98.76
16,86.814,99.576,80.34,99.28
17,87.238,99.53,82.0,99.15
18,87.166,99.536,84.58,99.41
19,87.716,99.624,84.04,99.2
20,87.63,99.596,85.11,99.38
21,87.998,99.584,82.62,99.02
22,88.148,99.59,83.89,99.19
23,88.152,99.612,83.13,99.28
24,88.43,99.62,84.6,99.33
25,88.28,99.648,84.67,99.02
26,88.64,99.66,85.07,99.32
27,88.52,99.654,85.77,99.38
28,88.918,99.672,84.78,99.47
29,88.914,99.648,86.42,99.59
30,88.77,99.686,82.59,99.23
31,88.908,99.628,84.47,99.39
32,88.908,99.658,85.42,99.32
33,89.082,99.668,85.22,99.4
34,89.466,99.672,84.5,99.24
35,89.22,99.682,84.19,99.38
36,89.466,99.682,83.96,99.33
37,89.368,99.668,81.48,99.28
38,89.532,99.692,80.48,99.21
39,89.486,99.672,84.79,99.5
40,89.478,99.712,85.96,99.44
41,89.46,99.666,83.7,99.33
42,89.59,99.722,85.56,99.34
43,89.606,99.698,86.86,99.44
44,89.714,99.716,79.37,99.28
45,89.556,99.712,85.32,99.29
46,89.732,99.69,85.35,99.14
47,89.918,99.704,84.47,99.12
48,89.862,99.718,83.85,99.12
49,89.926,99.714,84.95,98.99
50,89.668,99.71,82.72,99.48
51,89.754,99.728,84.46,99.32
52,89.874,99.716,84.86,99.37
53,89.798,99.73,83.54,99.3
54,89.934,99.714,85.2,99.14
55,89.988,99.69,86.14,99.36
56,89.832,99.704,83.69,99.28
57,90.136,99.748,82.62,98.69
58,90.002,99.738,85.18,99.34
59,89.728,99.708,84.83,99.51
60,89.944,99.748,83.67,99.43
61,90.102,99.708,82.47,99.08
62,90.104,99.728,83.93,99.28
63,89.842,99.712,85.86,99.35
64,90.254,99.732,83.24,99.46
65,90.126,99.734,84.26,99.25
66,89.944,99.716,86.25,99.44
67,90.25,99.724,85.99,99.58
68,89.82,99.72,82.47,98.87
69,90.144,99.732,86.85,99.31
70,90.57,99.78,84.98,99.47
71,90.262,99.718,86.35,99.43
72,90.268,99.696,86.79,99.38
73,90.462,99.728,84.8,99.46
74,90.324,99.73,84.54,99.3
75,90.434,99.714,83.74,99.51
76,90.422,99.738,83.49,99.37
77,90.154,99.734,84.41,99.01
78,90.366,99.728,81.74,99.33
79,90.63,99.74,85.63,99.17
80,90.564,99.732,86.92,99.54
81,90.336,99.742,86.28,99.26
82,90.458,99.73,84.76,99.52
83,90.34,99.74,85.64,99.32
84,90.22,99.74,85.22,99.37
85,90.502,99.782,84.19,99.33
86,90.324,99.724,86.58,99.54
87,90.448,99.768,85.89,99.27
88,90.16,99.758,86.89,99.49
89,90.386,99.74,85.54,99.28
90,90.43,99.772,83.78,99.38
91,90.338,99.772,87.35,99.56
92,90.416,99.732,85.06,99.17
93,90.456,99.792,86.05,99.43
94,90.348,99.776,84.75,99.23
95,90.338,99.728,84.75,98.97
96,90.632,99.76,82.2,99.1
97,90.278,99.732,82.67,99.22
98,90.574,99.754,83.68,99.38
99,90.49,99.774,85.22,98.9
100,90.468,99.736,84.82,99.01
101,90.346,99.742,86.76,99.46
102,90.402,99.75,86.61,99.35
103,90.418,99.706,82.63,99.37
104,90.342,99.742,87.0,99.59
105,90.366,99.78,81.64,99.31
106,90.406,99.732,84.75,99.26
107,90.374,99.778,83.72,99.28
108,90.508,99.726,85.45,99.3
109,90.446,99.746,85.17,99.25
110,90.248,99.7,83.55,99.29
111,90.34,99.75,86.58,99.51
112,90.338,99.732,86.69,99.48
113,90.578,99.734,85.87,99.22
114,90.584,99.746,83.83,99.05
115,90.472,99.738,83.51,99.43
116,90.548,99.744,85.64,99.52
117,90.494,99.756,83.76,99.3
118,90.388,99.758,83.93,99.39
119,90.606,99.722,85.11,99.51
120,90.526,99.718,85.11,99.55
121,90.506,99.72,87.03,99.46
122,90.354,99.748,84.41,99.36
123,90.338,99.742,82.95,99.32
124,90.476,99.776,86.88,99.43
125,90.274,99.76,78.41,98.8
126,90.31,99.748,84.71,99.54
127,90.486,99.732,85.75,99.37
128,90.456,99.736,85.83,99.3
129,90.43,99.714,85.62,99.52
130,90.328,99.736,87.48,99.41
131,90.394,99.7,86.01,99.41
132,90.428,99.694,86.09,99.4
133,90.7,99.742,82.35,99.06
134,90.512,99.712,86.26,99.43
135,90.402,99.754,86.75,99.65
136,90.498,99.73,85.32,99.49
137,90.58,99.716,85.18,99.06
138,90.54,99.728,86.19,99.41
139,90.378,99.722,86.87,99.35
140,90.658,99.748,85.17,99.28
141,90.224,99.706,85.79,99.26
142,90.292,99.742,82.15,99.42
143,90.476,99.726,83.17,99.08
144,90.636,99.756,86.64,99.48
145,90.522,99.734,85.23,99.41
146,90.704,99.732,85.29,99.25
147,90.374,99.75,87.16,99.55
148,90.442,99.762,87.01,99.49
149,90.532,99.73,85.56,99.33
150,94.082,99.872,91.61,99.77
151,95.374,99.946,91.8,99.85
152,95.702,99.944,92.01,99.8
153,95.818,99.918,91.88,99.81
154,96.242,99.95,91.91,99.83
155,96.326,99.954,91.99,99.79
156,96.476,99.942,92.05,99.82
157,96.782,99.95,92.0,99.81
158,96.714,99.96,92.03,99.8
159,96.876,99.964,92.19,99.81
160,96.892,99.96,92.16,99.8
161,96.946,99.972,91.84,99.77
162,97.074,99.964,92.21,99.84
163,97.284,99.968,91.99,99.8
164,97.22,99.98,91.7,99.83
165,97.236,99.98,92.17,99.74
166,97.482,99.966,92.16,99.79
167,97.492,99.964,91.91,99.81
168,97.45,99.972,91.93,99.82
169,97.412,99.982,92.04,99.78
170,97.548,99.982,92.13,99.83
171,97.61,99.972,91.97,99.82
172,97.536,99.978,91.82,99.83
173,97.734,99.982,91.8,99.82
174,97.668,99.982,91.45,99.79
175,97.69,99.978,91.48,99.81
176,97.68,99.978,91.86,99.76
177,97.826,99.982,91.55,99.8
178,97.796,99.988,91.32,99.78
179,97.832,99.978,91.7,99.78
180,97.91,99.988,91.6,99.81
181,97.686,99.988,91.99,99.73
182,97.838,99.996,91.59,99.81
183,97.71,99.984,91.66,99.77
184,98.05,99.984,91.67,99.82
185,97.71,99.98,91.55,99.77
186,97.94,99.998,91.53,99.8
187,97.804,99.988,91.06,99.78
188,98.004,99.99,91.49,99.76
189,97.832,99.992,91.75,99.8
190,98.01,99.992,91.73,99.71
191,97.862,99.992,91.75,99.79
192,97.97,99.988,91.4,99.75
193,97.808,99.992,91.77,99.77
194,97.932,99.996,91.51,99.74
195,97.864,99.984,91.69,99.82
196,97.87,99.994,91.28,99.79
197,97.884,99.992,91.48,99.8
198,98.014,99.992,91.49,99.79
199,97.764,99.99,91.83,99.76
200,98.008,99.988,91.22,99.84
201,98.044,99.988,91.8,99.77
202,97.95,99.994,91.45,99.75
203,97.878,99.992,91.43,99.75
204,97.924,99.992,91.48,99.76
205,97.918,99.994,91.29,99.71
206,98.06,99.994,91.56,99.78
207,97.926,99.994,91.52,99.75
208,97.92,99.992,91.31,99.8
209,97.816,99.984,91.41,99.72
210,97.984,99.994,91.2,99.67
211,97.902,99.99,90.89,99.73
212,97.934,99.996,91.29,99.76
213,97.966,99.996,91.67,99.83
214,97.874,99.992,91.68,99.79
215,97.88,99.988,91.47,99.72
216,97.836,99.99,91.34,99.74
217,97.722,99.992,91.0,99.71
218,97.936,99.996,91.03,99.72
219,97.924,99.996,90.92,99.76
220,97.704,99.998,91.24,99.76
221,97.826,99.99,91.03,99.71
222,97.914,99.994,91.34,99.73
223,97.846,99.994,91.24,99.8
224,97.936,99.992,90.81,99.74
225,98.658,99.998,92.24,99.85
