Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
63,90.754,99.766,86.34,99.42
64,90.748,99.756,83.88,99.25
65,90.844,99.734,84.62,99.22
66,90.648,99.772,87.1,99.66
67,90.94,99.802,85.96,99.27
68,90.74,99.758,82.11,98.74
69,90.846,99.75,84.88,99.41
70,91.368,99.85,85.62,99.27
71,92.118,99.832,87.55,99.63
72,91.848,99.814,87.61,99.63
73,92.008,99.84,85.48,99.07
74,92.158,99.85,85.79,99.34
75,92.042,99.866,82.74,98.92
76,91.914,99.834,88.07,99.58
77,91.978,99.858,85.58,99.47
78,91.956,99.858,88.01,99.63
79,92.202,99.854,85.87,99.26
80,92.042,99.872,86.05,99.42
81,92.07,99.86,88.46,99.65
82,91.982,99.804,84.92,99.49
83,92.006,99.808,87.59,99.55
84,92.066,99.834,87.35,99.58
85,91.97,99.838,85.9,99.47
86,91.96,99.82,87.68,99.44
87,92.328,99.826,86.08,99.49
88,92.062,99.826,86.14,99.27
89,91.984,99.826,85.59,99.17
90,92.038,99.834,86.49,99.45
91,91.938,99.844,87.77,99.57
92,92.152,99.852,88.6,99.72
93,92.052,99.846,84.54,99.37
94,92.052,99.832,86.93,99.55
95,92.312,99.854,86.7,99.41
96,92.262,99.852,88.73,99.67
97,92.108,99.85,87.93,99.54
98,92.174,99.802,86.91,99.43
99,92.09,99.826,87.06,99.55
100,92.228,99.842,83.51,98.9
101,92.22,99.856,88.47,99.53
102,92.33,99.824,86.69,99.59
103,92.082,99.84,88.25,99.74
104,92.398,99.852,87.41,99.52
105,92.246,99.876,87.73,99.52
106,92.228,99.85,87.07,99.4
107,92.17,99.874,89.1,99.59
108,92.122,99.832,87.71,99.58
109,92.128,99.854,84.23,99.16
110,91.918,99.832,86.89,99.57
111,92.014,99.84,89.23,99.6
112,92.274,99.852,88.12,99.69
113,92.244,99.822,86.32,99.5
114,92.252,99.82,85.06,98.71
115,92.062,99.832,88.95,99.63
116,91.988,99.816,87.13,99.46
117,91.862,99.832,87.98,99.69
118,91.956,99.848,86.43,99.33
119,92.204,99.826,88.67,99.6
120,92.176,99.812,87.56,99.58
121,92.104,99.826,88.72,99.68
122,92.068,99.824,86.48,99.41
123,91.862,99.808,88.37,99.63
124,91.99,99.822,88.69,99.51
125,91.982,99.81,84.45,99.32
126,91.854,99.85,87.08,99.51
127,92.13,99.834,88.82,99.58
128,92.062,99.806,88.61,99.65
129,91.854,99.83,88.29,99.58
130,91.834,99.816,88.08,99.43
131,92.048,99.818,87.3,99.59
132,91.92,99.83,86.35,99.51
133,91.824,99.834,84.56,99.42
134,91.756,99.818,85.43,99.29
135,91.802,99.834,86.01,99.18
136,91.822,99.814,88.11,99.32
137,91.83,99.826,86.84,99.39
138,91.64,99.83,87.93,99.59
139,91.682,99.79,87.36,99.6
140,91.702,99.804,88.31,99.63
141,91.678,99.796,84.73,99.39
142,91.586,99.778,88.88,99.45
143,91.74,99.822,88.16,99.56
144,91.706,99.804,86.55,99.08
145,91.632,99.806,88.83,99.52
146,91.514,99.81,83.91,99.22
147,91.414,99.786,88.44,99.61
148,91.456,99.766,86.08,99.25
149,91.366,99.756,86.99,99.53
150,93.968,99.894,91.69,99.8
151,94.788,99.916,91.7,99.78
152,95.002,99.912,92.11,99.78
153,95.278,99.934,91.95,99.78
154,95.384,99.93,92.06,99.81
155,95.558,99.928,92.18,99.77
156,95.676,99.946,92.3,99.77
157,95.708,99.932,92.26,99.78
158,95.756,99.928,92.32,99.81
159,95.832,99.928,92.22,99.81
160,95.88,99.946,92.33,99.83
161,95.866,99.952,92.26,99.78
162,96.0,99.932,92.04,99.79
163,95.986,99.934,92.35,99.8
164,95.962,99.944,92.17,99.82
165,95.978,99.946,92.36,99.76
166,96.038,99.934,92.29,99.77
167,96.02,99.92,92.16,99.74
168,96.038,99.926,92.15,99.77
169,96.114,99.956,92.1,99.71
170,96.072,99.948,92.26,99.79
171,96.114,99.94,91.96,99.78
172,96.052,99.938,92.04,99.79
173,96.128,99.958,91.6,99.79
174,96.104,99.966,92.21,99.74
175,96.096,99.95,91.97,99.77
176,96.08,99.938,92.32,99.81
177,96.014,99.948,92.14,99.75
178,96.094,99.938,91.95,99.81
179,96.022,99.946,91.86,99.81
180,96.056,99.952,91.87,99.78
181,95.964,99.96,91.65,99.81
182,95.962,99.946,91.79,99.75
183,95.988,99.948,91.72,99.76
184,96.082,99.964,92.04,99.8
185,95.96,99.934,91.77,99.79
186,95.96,99.956,91.7,99.74
187,95.97,99.936,91.97,99.79
188,96.08,99.948,91.42,99.76
189,95.892,99.95,91.84,99.76
190,95.958,99.954,91.94,99.76
191,95.872,99.958,91.69,99.72
192,95.97,99.954,91.92,99.78
193,95.82,99.952,91.61,99.76
194,95.994,99.932,91.91,99.76
195,95.88,99.95,91.98,99.76
196,95.882,99.93,91.63,99.77
197,95.648,99.942,91.81,99.75
198,95.832,99.936,91.73,99.74
199,95.846,99.954,91.98,99.74
200,95.842,99.95,91.98,99.73
201,95.69,99.95,91.75,99.77
202,95.756,99.962,91.91,99.76
203,95.814,99.938,91.7,99.78
204,95.786,99.948,91.44,99.76
205,95.71,99.96,91.38,99.75
206,95.894,99.966,91.79,99.72
207,95.804,99.936,91.62,99.74
208,95.798,99.958,91.27,99.73
209,95.732,99.944,91.6,99.74
210,95.7,99.952,91.8,99.75
211,95.682,99.93,91.44,99.73
212,95.658,99.942,91.51,99.76
213,95.804,99.95,91.24,99.71
214,95.622,99.944,91.37,99.74
215,95.668,99.94,91.45,99.73
216,95.626,99.938,91.9,99.76
217,95.712,99.942,91.42,99.76
218,95.754,99.954,91.43,99.72
219,95.742,99.932,90.88,99.68
220,95.706,99.948,91.7,99.73
221,95.602,99.962,90.77,99.67
222,95.42,99.95,91.55,99.72
223,95.702,99.946,91.5,99.74
224,95.718,99.946,91.47,99.7
225,96.278,99.952,92.05,99.79
226,96.416,99.958,92.09,99.78
227,96.588,99.964,92.2,99.79
228,96.56,99.958,92.1,99.81
229,96.614,99.974,92.12,99.81
230,96.714,99.96,92.12,99.79
231,96.74,99.964,92.06,99.75
232,96.79,99.97,92.15,99.77
233,96.774,99.958,92.17,99.75
234,96.716,99.974,92.11,99.75
235,96.732,99.962,92.14,99.74
236,96.808,99.962,92.09,99.79
237,96.826,99.952,92.11,99.77
238,96.82,99.966,92.07,99.77
239,96.764,99.972,92.25,99.78
240,96.748,99.976,92.09,99.76
241,96.768,99.966,92.2,99.82
242,96.858,99.974,92.18,99.76
243,96.852,99.966,91.97,99.78
244,96.804,99.96,92.12,99.76
245,96.892,99.978,92.2,99.77
246,96.832,99.962,92.23,99.79
247,96.814,99.978,92.06,99.77
248,96.904,99.982,92.12,99.8
249,96.818,99.964,92.01,99.77
250,96.862,99.968,92.03,99.77
251,96.926,99.968,92.19,99.74
252,96.9,99.95,92.09,99.77
253,96.894,99.976,92.22,99.76
254,97.006,99.97,92.19,99.79
255,96.862,99.964,92.24,99.79
256,96.876,99.97,92.12,99.75
257,96.87,99.97,92.2,99.78
258,96.922,99.966,92.27,99.79
259,96.906,99.968,92.2,99.79
260,96.904,99.968,92.07,99.78
261,96.884,99.968,92.06,99.71
262,96.966,99.96,92.09,99.8
263,96.848,99.966,92.1,99.75
264,96.874,99.968,92.16,99.78
265,97.024,99.96,92.06,99.76
266,96.994,99.97,92.31,99.78
267,96.938,99.956,92.12,99.77
268,96.914,99.97,92.18,99.77
269,96.978,99.974,92.13,99.8
270,97.086,99.968,92.06,99.78
271,96.978,99.976,92.3,99.76
272,96.866,99.968,92.29,99.76
273,96.954,99.976,92.23,99.77
274,97.136,99.966,92.17,99.77
275,96.93,99.97,92.16,99.74
276,96.96,99.97,91.96,99.78
277,97.016,99.956,92.28,99.78
278,97.054,99.974,92.11,99.81
279,97.07,99.97,92.18,99.8
280,96.992,99.968,92.14,99.79
281,96.946,99.966,92.13,99.77
282,96.97,99.968,92.12,99.76
283,97.024,99.962,92.15,99.78
284,96.93,99.966,92.24,99.76
285,97.074,99.978,91.87,99.77
286,97.002,99.974,92.17,99.81
287,97.062,99.966,92.1,99.79
288,97.12,99.972,92.03,99.78
289,97.11,99.966,92.02,99.78
290,97.058,99.966,92.03,99.77
291,97.002,99.962,92.13,99.81
292,97.198,99.972,92.21,99.77
293,97.088,99.97,92.1,99.76
294,97.118,99.97,92.05,99.78
295,97.134,99.97,91.95,99.79
296,97.036,99.968,91.99,99.77
297,97.034,99.97,91.97,99.79
298,97.078,99.964,92.04,99.8
299,97.038,99.972,92.18,99.77
