Epoch,Acc@1_train,Acc@5_train,Acc@1_valid,Acc@5_valid
0,42.758,89.476,55.6,95.14
1,63.892,96.526,63.93,96.05
2,72.044,97.918,72.35,98.14
3,75.442,98.358,66.42,96.75
4,78.036,98.608,71.32,97.3
5,79.502,98.916,75.93,97.86
6,81.182,98.908,79.72,99.04
7,81.96,99.198,79.94,98.94
8,83.174,99.228,80.82,99.02
9,83.842,99.216,75.61,98.09
10,84.29,99.334,80.4,98.87
11,84.97,99.346,78.75,99.25
12,85.366,99.384,78.15,98.85
13,85.774,99.42,80.73,98.95
14,86.128,99.436,80.58,99.03
15,86.41,99.456,84.29,99.22
16,86.768,99.518,79.82,99.12
17,87.082,99.494,83.45,98.91
18,87.186,99.55,82.88,99.23
19,87.29,99.552,81.72,99.09
20,87.522,99.574,84.41,99.21
21,87.818,99.574,83.27,99.29
22,88.082,99.576,83.79,99.26
23,88.27,99.614,75.33,97.79
24,88.24,99.6,83.5,99.12
25,88.644,99.578,85.64,99.33
26,88.724,99.61,85.25,99.36
27,88.804,99.656,82.53,99.15
28,88.982,99.624,85.16,99.28
29,88.932,99.664,81.28,99.23
30,89.08,99.664,86.07,99.21
31,89.502,99.666,84.2,99.3
32,89.1,99.702,86.29,99.46
33,89.276,99.686,86.77,99.42
34,89.28,99.706,83.91,99.33
35,89.408,99.71,86.46,99.52
36,89.514,99.716,80.91,99.17
37,89.6,99.692,82.81,99.5
38,89.88,99.688,83.73,99.48
39,89.79,99.736,84.19,99.35
40,89.794,99.698,84.76,99.51
41,89.73,99.722,85.84,99.25
42,89.98,99.734,84.54,99.42
43,90.01,99.734,82.68,99.13
44,90.026,99.744,85.01,99.42
45,90.022,99.74,80.66,98.99
46,90.144,99.76,83.3,99.08
47,90.116,99.728,85.54,99.28
48,89.954,99.756,85.21,99.21
49,90.278,99.726,87.21,99.46
50,90.402,99.742,85.6,99.37
51,90.606,99.806,86.37,99.53
52,90.43,99.722,83.67,99.2
53,90.154,99.782,86.96,99.52
54,90.466,99.76,85.45,99.21
55,90.376,99.8,84.57,99.44
56,90.506,99.76,85.08,99.38
57,90.662,99.754,81.66,99.31
58,90.408,99.764,88.59,99.53
59,90.43,99.796,83.76,99.22
60,90.638,99.76,81.46,99.21
61,90.614,99.756,81.6,98.78
62,90.63,99.784,85.32,99.28
63,90.844,99.772,88.32,99.51
64,90.722,99.774,86.02,99.54
65,90.688,99.75,86.9,99.5
66,90.638,99.758,87.07,99.52
67,90.776,99.77,87.47,99.48
68,90.64,99.754,84.33,99.03
69,90.508,99.768,86.77,99.24
70,91.664,99.846,86.86,99.33
71,92.148,99.828,88.49,99.56
72,92.498,99.836,87.58,99.58
73,91.868,99.832,86.84,99.58
74,92.008,99.85,87.96,99.53
75,92.174,99.85,87.5,99.68
76,92.084,99.846,87.01,99.68
77,92.15,99.824,88.34,99.71
78,92.058,99.846,87.54,99.65
79,91.94,99.844,86.56,99.45
80,92.136,99.822,88.13,99.56
81,92.192,99.84,87.54,99.43
82,92.34,99.864,87.59,99.59
83,91.994,99.858,87.16,99.41
84,91.814,99.814,87.24,99.35
85,91.986,99.844,85.14,99.49
86,92.074,99.828,84.77,99.29
87,92.344,99.846,88.72,99.59
88,92.136,99.872,87.44,99.46
89,92.238,99.88,88.56,99.67
90,92.236,99.874,88.51,99.52
91,92.298,99.846,88.33,99.58
92,92.102,99.856,88.04,99.61
93,92.25,99.862,86.71,99.48
94,92.306,99.822,85.88,99.37
95,92.064,99.868,87.6,99.61
96,92.128,99.858,87.63,99.58
97,92.226,99.824,87.11,99.71
98,92.208,99.838,87.18,99.32
99,92.244,99.85,88.15,99.57
